filename,total,major,minor,own,bugs
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery/VintageDiscoverer.java,0,0,0,0,1
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery/IsPotentialJUnit4TestClass.java,2,2,0,0.5,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery/FilterableIgnoringRunnerDecorator.java,0,0,0,0,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery/MethodSelectorResolver.java,3,3,0,0.3333333333333333,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery/IsPotentialJUnit4TestMethod.java,1,1,0,1.0,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery/DiscoverySelectorResolver.java,1,1,0,1.0,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery/IgnoringRunnerDecorator.java,0,0,0,0,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery/PackageNameSelectorResolver.java,4,4,0,0.25,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery/TestClassCollector.java,1,1,0,1.0,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery/ModuleNameSelectorResolver.java,0,0,0,0,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery/RunnerTestDescriptorAwareFilter.java,1,1,0,1.0,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery/RunnerDecorator.java,0,0,0,0,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery/TestClassRequestResolver.java,1,1,0,1.0,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery/TestClassRequest.java,1,1,0,1.0,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery/package-info.java,0,0,0,0,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery/UniqueIdFilter.java,2,2,0,0.5,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/discovery/ClassSelectorResolver.java,3,3,0,0.3333333333333333,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/support/UniqueIdReader.java,0,0,0,0,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/support/UniqueIdStringifier.java,0,0,0,0,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/support/package-info.java,0,0,0,0,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/execution/RunListenerAdapter.java,1,1,0,1.0,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/execution/TestRun.java,4,4,0,0.25,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/execution/package-info.java,0,0,0,0,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/execution/RunnerExecutor.java,1,1,0,1.0,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/descriptor/RunnerRequest.java,1,1,0,1.0,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/descriptor/VintageTestDescriptor.java,3,3,0,0.3333333333333333,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/descriptor/RunnerTestDescriptor.java,2,2,0,0.5,0
junit5/junit-vintage-engine/src/main/java/org/junit/vintage/engine/descriptor/package-info.java,0,0,0,0,0
junit5/platform-tooling-support-tests/projects/gradle-starter/src/test/java/com/example/project/CalculatorTests.java,0,0,0,0,0
junit5/platform-tooling-support-tests/projects/gradle-starter/src/main/java/com/example/project/Calculator.java,0,0,0,0,0
junit5/platform-tooling-support-tests/projects/gradle-missing-engine/src/test/java/FooTests.java,0,0,0,0,0
junit5/platform-tooling-support-tests/projects/ant-starter/src/test/java/com/example/project/CalculatorTests.java,0,0,0,0,0
junit5/platform-tooling-support-tests/projects/ant-starter/src/main/java/com/example/project/Calculator.java,0,0,0,0,0
junit5/platform-tooling-support-tests/projects/maven-starter/src/test/java/com/example/project/CalculatorTests.java,0,0,0,0,0
junit5/platform-tooling-support-tests/projects/maven-starter/src/main/java/com/example/project/Calculator.java,0,0,0,0,0
junit5/platform-tooling-support-tests/src/test/java/platform/tooling/support/HelperTests.java,0,0,0,0,0
junit5/platform-tooling-support-tests/src/test/java/platform/tooling/support/tests/AntStarterTests.java,0,0,0,0,0
junit5/platform-tooling-support-tests/src/test/java/platform/tooling/support/tests/MavenStarterTests.java,0,0,0,0,0
junit5/platform-tooling-support-tests/src/test/java/platform/tooling/support/tests/JarDescribeModuleTests.java,0,0,0,0,0
junit5/platform-tooling-support-tests/src/test/java/platform/tooling/support/tests/GradleMissingEngineTests.java,0,0,0,0,0
